클래스,파일명,예측_라벨,예측_클래스,신뢰도,정확_여부
Spider Mites,Image_53.jpg,a photo of egg Spider Mites,Spider Mites,0.1494140625,정확
Spider Mites,Image_54.jpg,a photo of pupa Spider Mites,Spider Mites,0.294921875,정확
Spider Mites,Image_55.jpg,a photo of adult Spider Mites,Spider Mites,0.259765625,정확
Spider Mites,Image_56.jpg,a photo of egg Spider Mites,Spider Mites,0.30078125,정확
Spider Mites,Image_57.jpg,a photo of egg Aphids,Aphids,0.28125,오류
Spider Mites,Image_58.jpg,a photo of egg Aphids,Aphids,0.2177734375,오류
Spider Mites,Image_59.jpg,a photo of larva Spider Mites,Spider Mites,0.33203125,정확
Spider Mites,Image_60.jpg,a photo of Citrus Canker,Citrus Canker,0.33984375,오류
Spider Mites,Image_61.jpg,a photo of adult Spider Mites,Spider Mites,0.228515625,정확
Spider Mites,Image_62.gif,a photo of adult Spider Mites,Spider Mites,0.20703125,정확
Spider Mites,Image_63.jpg,a photo of adult Spider Mites,Spider Mites,0.388671875,정확
Spider Mites,Image_64.jpg,a photo of adult Aphids,Aphids,0.1640625,오류
Spider Mites,Image_65.jpg,a photo of adult Aphids,Aphids,0.15234375,오류
Spider Mites,Image_66.jpg,a photo of larva Spider Mites,Spider Mites,0.26953125,정확
Spider Mites,Image_67.jpg,a photo of egg Spider Mites,Spider Mites,0.27734375,정확
Spider Mites,Image_68.jpg,a photo of adult Spider Mites,Spider Mites,0.359375,정확
Spider Mites,Image_69.jpg,a photo of larva Spider Mites,Spider Mites,0.2314453125,정확
Spider Mites,Image_70.jpg,a photo of egg Aphids,Aphids,0.19921875,오류
Spider Mites,Image_71.jpg,a photo of pupa Spider Mites,Spider Mites,0.203125,정확
Spider Mites,Image_72.jpg,a photo of egg Spider Mites,Spider Mites,0.2392578125,정확
Spider Mites,Image_73.jpg,a photo of adult Aphids,Aphids,0.1640625,오류
Spider Mites,Image_74.jpg,a photo of egg Spider Mites,Spider Mites,0.44921875,정확
Spider Mites,Image_75.jpg,a photo of egg Spider Mites,Spider Mites,0.189453125,정확
Spider Mites,Image_76.jpg,a photo of larva Spider Mites,Spider Mites,0.35546875,정확
Spider Mites,Image_77.jpg,a photo of larva Spider Mites,Spider Mites,0.251953125,정확
Spider Mites,Image_78.jpg,a photo of adult Aphids,Aphids,0.265625,오류
Spider Mites,Image_79.jpg,a photo of egg Spider Mites,Spider Mites,0.1982421875,정확
Spider Mites,Image_80.jpg,a photo of egg Spider Mites,Spider Mites,0.3125,정확
Spider Mites,Image_81.jpeg,a photo of larva Spider Mites,Spider Mites,0.390625,정확
Spider Mites,Image_82.jpg,a photo of egg Aphids,Aphids,0.265625,오류
Spider Mites,Image_83.jpg,a photo of egg Spider Mites,Spider Mites,0.2021484375,정확
Spider Mites,Image_84.jpg,a photo of adult Spider Mites,Spider Mites,0.294921875,정확
Spider Mites,Image_85.jpg,a photo of egg Spider Mites,Spider Mites,0.3046875,정확
Spider Mites,Image_86.jpg,a photo of egg Spider Mites,Spider Mites,0.314453125,정확
Spider Mites,Image_87.jpg,a photo of larva Spider Mites,Spider Mites,0.224609375,정확
Spider Mites,Image_88.png,a photo of adult Aphids,Aphids,0.1767578125,오류
Spider Mites,Image_89.jpg,a photo of adult Spider Mites,Spider Mites,0.470703125,정확
Spider Mites,Image_90.jpg,a photo of adult Aphids,Aphids,0.22265625,오류
Spider Mites,Image_91.jpg,a photo of pupa Aphids,Aphids,0.203125,오류
Spider Mites,Image_92.jpg,a photo of larva Spider Mites,Spider Mites,0.376953125,정확
Spider Mites,Image_93.JPG,a photo of adult Aphids,Aphids,0.298828125,오류
Spider Mites,Image_94.jpg,a photo of adult Aphids,Aphids,0.1064453125,오류
Spider Mites,Image_95.jpg,a photo of adult Spider Mites,Spider Mites,0.20703125,정확
Spider Mites,Image_97.jpg,a photo of adult Aphids,Aphids,0.236328125,오류
Spider Mites,Image_98.jpg,a photo of egg Spider Mites,Spider Mites,0.271484375,정확
Spider Mites,Image_99.jpg,a photo of egg Spider Mites,Spider Mites,0.3046875,정확
Spider Mites,Image_100.jpg,a photo of adult Spider Mites,Spider Mites,0.396484375,정확
Spider Mites,Image_101.jpg,a photo of egg Spider Mites,Spider Mites,0.333984375,정확
Spider Mites,Image_102.jpg,a photo of pupa Aphids,Aphids,0.2060546875,오류
Spider Mites,Image_103.jpg,a photo of egg Thrips,Thrips,0.375,오류
Spider Mites,Image_104.jpg,a photo of egg Aphids,Aphids,0.2470703125,오류
Spider Mites,Image_105.png,a photo of larva Spider Mites,Spider Mites,0.22265625,정확
Spider Mites,Image_106.jpeg,a photo of adult Aphids,Aphids,0.330078125,오류
Spider Mites,Image_107.jpg,a photo of pupa Spider Mites,Spider Mites,0.1396484375,정확
Spider Mites,Image_108.jpg,a photo of egg Spider Mites,Spider Mites,0.30859375,정확
Spider Mites,Image_109.jpg,a photo of egg Aphids,Aphids,0.2216796875,오류
Spider Mites,Image_110.jpg,a photo of egg Spider Mites,Spider Mites,0.16015625,정확
Spider Mites,Image_111.jpg,a photo of egg Spider Mites,Spider Mites,0.326171875,정확
Spider Mites,Image_112.jpg,a photo of pupa Spider Mites,Spider Mites,0.166015625,정확
Spider Mites,Image_113.jpg,a photo of egg Spider Mites,Spider Mites,0.3359375,정확
Spider Mites,Image_114.jpg,a photo of larva Spider Mites,Spider Mites,0.1494140625,정확
Spider Mites,Image_115.jpg,a photo of adult Aphids,Aphids,0.2158203125,오류
Spider Mites,Image_116.jpg,a photo of egg Spider Mites,Spider Mites,0.328125,정확
Spider Mites,Image_117.jpg,a photo of larva Spider Mites,Spider Mites,0.35546875,정확
Spider Mites,Image_118.jpg,a photo of larva Aphids,Aphids,0.2216796875,오류
Spider Mites,Image_119.jpg,a photo of adult Spider Mites,Spider Mites,0.330078125,정확
Spider Mites,Image_120.jpg,a photo of egg Spider Mites,Spider Mites,0.25390625,정확
Tomato Hornworms,Image_1.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.330078125,정확
Tomato Hornworms,Image_2.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.2890625,정확
Tomato Hornworms,Image_3.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.294921875,정확
Tomato Hornworms,Image_4.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.4140625,정확
Tomato Hornworms,Image_5.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.52734375,정확
Tomato Hornworms,Image_6.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.376953125,정확
Tomato Hornworms,Image_7.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.39453125,정확
Tomato Hornworms,Image_8.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.337890625,정확
Tomato Hornworms,Image_9.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.263671875,정확
Tomato Hornworms,Image_10.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.314453125,정확
Tomato Hornworms,Image_11.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.421875,정확
Tomato Hornworms,Image_12.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.3515625,정확
Tomato Hornworms,Image_13.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.314453125,정확
Tomato Hornworms,Image_14.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.54296875,정확
Tomato Hornworms,Image_15.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.435546875,정확
Tomato Hornworms,Image_16.JPG,a photo of adult Tomato Hornworms,Tomato Hornworms,0.35546875,정확
Tomato Hornworms,Image_17.png,a photo of larva Tomato Hornworms,Tomato Hornworms,0.279296875,정확
Tomato Hornworms,Image_18.JPG,a photo of egg Tomato Hornworms,Tomato Hornworms,0.40234375,정확
Tomato Hornworms,Image_19.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.373046875,정확
Tomato Hornworms,Image_20.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.24609375,정확
Tomato Hornworms,Image_21.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.61328125,정확
Tomato Hornworms,Image_22.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.439453125,정확
Tomato Hornworms,Image_23.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.390625,정확
Tomato Hornworms,Image_24.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.375,정확
Tomato Hornworms,Image_25.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.251953125,정확
Tomato Hornworms,Image_26.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.302734375,정확
Tomato Hornworms,Image_27.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.625,정확
Tomato Hornworms,Image_28.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.3984375,정확
Tomato Hornworms,Image_29.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.34375,정확
Tomato Hornworms,Image_30.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.294921875,정확
Tomato Hornworms,Image_32.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.326171875,정확
Tomato Hornworms,Image_33.JPG,a photo of adult Tomato Hornworms,Tomato Hornworms,0.298828125,정확
Tomato Hornworms,Image_34.JPG,a photo of egg Tomato Hornworms,Tomato Hornworms,0.4609375,정확
Tomato Hornworms,Image_35.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.294921875,정확
Tomato Hornworms,Image_36.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.30859375,정확
Tomato Hornworms,Image_37.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.20703125,정확
Tomato Hornworms,Image_38.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.470703125,정확
Tomato Hornworms,Image_39.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.353515625,정확
Tomato Hornworms,Image_40.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.15625,정확
Tomato Hornworms,Image_41.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.33203125,정확
Tomato Hornworms,Image_42.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.349609375,정확
Tomato Hornworms,Image_43.JPG,a photo of adult Tomato Hornworms,Tomato Hornworms,0.4609375,정확
Tomato Hornworms,Image_44.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.2890625,정확
Tomato Hornworms,Image_45.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.369140625,정확
Tomato Hornworms,Image_46.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.26171875,정확
Tomato Hornworms,Image_47.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.484375,정확
Tomato Hornworms,Image_49.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.404296875,정확
Tomato Hornworms,Image_50.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.28125,정확
Tomato Hornworms,Image_51.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.279296875,정확
Tomato Hornworms,Image_52.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.515625,정확
Tomato Hornworms,Image_53.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.3203125,정확
Tomato Hornworms,Image_54.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.37890625,정확
Tomato Hornworms,Image_55.JPG,a photo of adult Tomato Hornworms,Tomato Hornworms,0.416015625,정확
Tomato Hornworms,Image_56.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.419921875,정확
Tomato Hornworms,Image_57.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.375,정확
Tomato Hornworms,Image_58.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.435546875,정확
Tomato Hornworms,Image_59.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.419921875,정확
Tomato Hornworms,Image_60.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.375,정확
Tomato Hornworms,Image_61.JPG,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.255859375,정확
Tomato Hornworms,Image_62.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.3203125,정확
Tomato Hornworms,Image_63.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.3515625,정확
Tomato Hornworms,Image_64.JPG,a photo of adult Tomato Hornworms,Tomato Hornworms,0.345703125,정확
Tomato Hornworms,Image_65.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.25,정확
Tomato Hornworms,Image_66.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.388671875,정확
Tomato Hornworms,Image_67.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.46875,정확
Tomato Hornworms,Image_68.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.318359375,정확
Tomato Hornworms,Image_69.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.3984375,정확
Tomato Hornworms,Image_70.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.2890625,정확
Tomato Hornworms,Image_71.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.291015625,정확
Tomato Hornworms,Image_72.JPG,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.36328125,정확
Tomato Hornworms,Image_73.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.31640625,정확
Tomato Hornworms,Image_74.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.361328125,정확
Tomato Hornworms,Image_75.JPG,a photo of egg Fall Armyworms,Fall Armyworms,0.18359375,오류
Tomato Hornworms,Image_76.JPG,a photo of adult Tomato Hornworms,Tomato Hornworms,0.353515625,정확
Tomato Hornworms,Image_77.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.2734375,정확
Tomato Hornworms,Image_78.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.2099609375,정확
Tomato Hornworms,Image_79.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.2275390625,정확
Tomato Hornworms,Image_80.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.5234375,정확
Tomato Hornworms,Image_81.JPG,a photo of adult Aphids,Aphids,0.4296875,오류
Tomato Hornworms,Image_82.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.1943359375,오류
Tomato Hornworms,Image_83.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.404296875,정확
Tomato Hornworms,Image_84.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.361328125,정확
Tomato Hornworms,Image_85.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.189453125,정확
Tomato Hornworms,Image_86.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.546875,정확
Tomato Hornworms,Image_88.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.36328125,정확
Tomato Hornworms,Image_89.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.1982421875,정확
Tomato Hornworms,Image_92.png,a photo of larva Tomato Hornworms,Tomato Hornworms,0.19140625,정확
Tomato Hornworms,Image_94.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.09619140625,정확
Tomato Hornworms,Image_95.jpg,a photo of pupa Aphids,Aphids,0.11376953125,오류
Tomato Hornworms,Image_96.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.212890625,정확
Tomato Hornworms,Image_97.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.5,정확
Tomato Hornworms,Image_98.JPG,a photo of egg Tomato Hornworms,Tomato Hornworms,0.6015625,정확
Tomato Hornworms,Image_100.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.470703125,정확
Tomato Hornworms,Image_101.jpg,a photo of pupa Corn Earworms,Corn Earworms,0.1591796875,오류
Tomato Hornworms,Image_102.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.2578125,정확
Tomato Hornworms,Image_103.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.43359375,정확
Tomato Hornworms,Image_104.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.56640625,정확
Tomato Hornworms,Image_105.JPG,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.294921875,정확
Tomato Hornworms,Image_106.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.19921875,오류
Tomato Hornworms,Image_107.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.2119140625,정확
Tomato Hornworms,Image_109.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.30859375,정확
Tomato Hornworms,Image_110.JPG,a photo of egg Tomato Hornworms,Tomato Hornworms,0.4921875,정확
Tomato Hornworms,Image_111.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.328125,정확
Tomato Hornworms,Image_112.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.419921875,정확
Tomato Hornworms,Image_114.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.369140625,정확
Tomato Hornworms,Image_115.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.234375,정확
Tomato Hornworms,Image_116.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.388671875,정확
Tomato Hornworms,Image_117.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.1552734375,정확
Tomato Hornworms,Image_118.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.400390625,정확
Armyworms,Image_1.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.166015625,오류
Armyworms,Image_2.jpg,a photo of adult Armyworms,Armyworms,0.27734375,정확
Armyworms,Image_3.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.283203125,오류
Armyworms,Image_4.jpg,a photo of adult Armyworms,Armyworms,0.291015625,정확
Armyworms,Image_5.jpg,a photo of adult Armyworms,Armyworms,0.1533203125,정확
Armyworms,Image_6.jpg,a photo of pupa Armyworms,Armyworms,0.25390625,정확
Armyworms,Image_7.jpg,a photo of larva Spider Mites,Spider Mites,0.193359375,오류
Armyworms,Image_8.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.220703125,오류
Armyworms,Image_9.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.126953125,오류
Armyworms,Image_10.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.11279296875,오류
Armyworms,Image_11.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.162109375,오류
Armyworms,Image_12.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.2138671875,오류
Armyworms,Image_13.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.158203125,오류
Armyworms,Image_14.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.18359375,오류
Armyworms,Image_16.jpg,a photo of larva Cabbage Loopers,Cabbage Loopers,0.39453125,오류
Armyworms,Image_17.jpg,a photo of adult Spider Mites,Spider Mites,0.201171875,오류
Armyworms,Image_18.jpg,a photo of adult Armyworms,Armyworms,0.2255859375,정확
Armyworms,Image_19.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.21484375,오류
Armyworms,Image_20.jpg,a photo of adult Armyworms,Armyworms,0.12060546875,정확
Armyworms,Image_21.jpg,a photo of larva Corn Borers,Corn Borers,0.19140625,오류
Armyworms,Image_22.jpg,a photo of adult Armyworms,Armyworms,0.158203125,정확
Armyworms,Image_23.jpg,a photo of adult Armyworms,Armyworms,0.30078125,정확
Armyworms,Image_24.jpg,a photo of egg Armyworms,Armyworms,0.2275390625,정확
Armyworms,Image_25.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.1767578125,오류
Armyworms,Image_27.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.296875,오류
Armyworms,Image_28.jpg,a photo of pupa Colorado Potato Beetles,Colorado Potato Beetles,0.18359375,오류
Armyworms,Image_29.jpg,a photo of egg Armyworms,Armyworms,0.203125,정확
Armyworms,Image_30.jpg,a photo of larva Fall Armyworms,Fall Armyworms,0.2080078125,오류
Armyworms,Image_31.jpg,a photo of pupa Cabbage Loopers,Cabbage Loopers,0.236328125,오류
Armyworms,Image_32.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.1064453125,오류
Armyworms,Image_33.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.19140625,오류
Armyworms,Image_34.jpg,a photo of adult Armyworms,Armyworms,0.36328125,정확
Armyworms,Image_35.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.197265625,오류
Armyworms,Image_36.jpg,a photo of adult Armyworms,Armyworms,0.2119140625,정확
Armyworms,Image_37.jpg,a photo of egg Aphids,Aphids,0.1396484375,오류
Armyworms,Image_38.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.3046875,오류
Armyworms,Image_39.jpg,a photo of adult Armyworms,Armyworms,0.296875,정확
Armyworms,Image_40.jpg,a photo of pupa Armyworms,Armyworms,0.298828125,정확
Armyworms,Image_41.JPG,a photo of adult Armyworms,Armyworms,0.255859375,정확
Armyworms,Image_42.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.2080078125,오류
Armyworms,Image_43.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.240234375,오류
Armyworms,Image_44.jpg,a photo of egg Armyworms,Armyworms,0.15625,정확
Armyworms,Image_45.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.1220703125,오류
Armyworms,Image_46.jpg,a photo of adult Armyworms,Armyworms,0.244140625,정확
Armyworms,Image_47.jpg,a photo of adult Armyworms,Armyworms,0.412109375,정확
Armyworms,Image_48.jpg,a photo of adult Spider Mites,Spider Mites,0.1064453125,오류
Armyworms,Image_49.gif,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.1806640625,오류
Armyworms,Image_50.jpg,a photo of egg Armyworms,Armyworms,0.2109375,정확
Armyworms,Image_51.jpg,a photo of adult Corn Earworms,Corn Earworms,0.12890625,오류
Armyworms,Image_52.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.271484375,오류
Armyworms,Image_53.jpg,a photo of adult Armyworms,Armyworms,0.2294921875,정확
Armyworms,Image_54.jpg,a photo of adult Armyworms,Armyworms,0.1845703125,정확
Armyworms,Image_55.jpg,a photo of larva Corn Borers,Corn Borers,0.1357421875,오류
Armyworms,Image_56.jpg,a photo of pupa Armyworms,Armyworms,0.328125,정확
Armyworms,Image_57.JPG,a photo of adult Fall Armyworms,Fall Armyworms,0.1728515625,오류
Armyworms,Image_58.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.251953125,오류
Armyworms,Image_60.jpg,a photo of larva Corn Borers,Corn Borers,0.16015625,오류
Armyworms,Image_61.jpg,a photo of adult Armyworms,Armyworms,0.2275390625,정확
Armyworms,Image_62.jpg,a photo of adult Armyworms,Armyworms,0.326171875,정확
Armyworms,Image_63.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.125,오류
Armyworms,Image_64.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.412109375,오류
Armyworms,Image_65.jpg,a photo of larva Thrips,Thrips,0.203125,오류
Armyworms,Image_66.jpg,a photo of pupa Aphids,Aphids,0.1474609375,오류
Armyworms,Image_67.bmp,a photo of larva Fall Armyworms,Fall Armyworms,0.1005859375,오류
Armyworms,Image_68.jpg,a photo of larva Fall Armyworms,Fall Armyworms,0.1748046875,오류
Armyworms,Image_69.jpg,a photo of larva Fall Armyworms,Fall Armyworms,0.4609375,오류
Armyworms,Image_70.jpg,a photo of egg Armyworms,Armyworms,0.24609375,정확
Armyworms,Image_71.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.1640625,오류
Armyworms,Image_72.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.357421875,오류
Armyworms,Image_73.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.1298828125,오류
Armyworms,Image_74.jpg,a photo of adult Armyworms,Armyworms,0.267578125,정확
Armyworms,Image_75.jpg,a photo of larva Colorado Potato Beetles,Colorado Potato Beetles,0.2060546875,오류
Armyworms,Image_77.JPG,a photo of larva Fall Armyworms,Fall Armyworms,0.1708984375,오류
Armyworms,Image_79.jpg,a photo of larva Cabbage Loopers,Cabbage Loopers,0.4765625,오류
Armyworms,Image_80.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.2001953125,오류
Armyworms,Image_82.jpg,a photo of larva Corn Earworms,Corn Earworms,0.1689453125,오류
Armyworms,Image_84.jpg,a photo of larva Cabbage Loopers,Cabbage Loopers,0.2490234375,오류
Armyworms,Image_85.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.1533203125,오류
Armyworms,Image_86.JPG,a photo of adult Fall Armyworms,Fall Armyworms,0.1728515625,오류
Armyworms,Image_87.jpg,a photo of egg Fall Armyworms,Fall Armyworms,0.1865234375,오류
Armyworms,Image_89.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.146484375,오류
Armyworms,Image_90.jpg,a photo of adult Armyworms,Armyworms,0.2275390625,정확
Armyworms,Image_92.jpg,a photo of pupa Corn Borers,Corn Borers,0.279296875,오류
Armyworms,Image_96.jpg,a photo of pupa Armyworms,Armyworms,0.201171875,정확
Armyworms,Image_97.jpg,a photo of adult Armyworms,Armyworms,0.171875,정확
Armyworms,Image_98.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.1318359375,오류
Armyworms,Image_101.jpg,a photo of adult Armyworms,Armyworms,0.18359375,정확
Armyworms,Image_104.png,a photo of adult Armyworms,Armyworms,0.255859375,정확
Armyworms,Image_105.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.1572265625,오류
Armyworms,Image_106.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.357421875,오류
Armyworms,Image_107.jpg,a photo of larva Fall Armyworms,Fall Armyworms,0.1669921875,오류
Armyworms,Image_112.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.1416015625,오류
Armyworms,Image_115.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.2578125,오류
Armyworms,Image_116.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.2197265625,오류
Armyworms,Image_117.png,a photo of pupa Fall Armyworms,Fall Armyworms,0.166015625,오류
Armyworms,Image_119.jpg,a photo of egg Armyworms,Armyworms,0.232421875,정확
